Title,Company,Location,Description,Date,Salary,Qualification
Senior Data Scientist,Abbott,Mumbai,"The Senior Data Scientist will work on a team of data scientists and engineers to deliver data science solutions
He or she will be responsible for working on complex problems in the field of life-saving implantable medical devices
He or she will use machine learning, artificial intelligence, statistical modeling, data mining, and visualization techniques to provide analytics solutions to a wide range of challenging projects
As a key member of the team, the candidate will develop solutions to curate and analyze large quantities of medical data
The candidate will work on projects that provide solutions to internal and external stakeholders
The candidate will collaborate effectively with internal stakeholders and cross-functional teams in India and the US
He or she will present solutions and insights in concise and effective manner to technical and non-technical audiences
About This Role
In this Senior Data Scientist role, you are responsible for managing the acquisition, processing and analysis of non-Abbott Medical Devices sourced observational real-world data (RWD), including clinical, insurance claims, disease registry, electronic health/ medical records (EHR/EMR) and syndicate corporate internal metadata & data
You ll manage a wide portfolio of data types, with a goal of supporting diverse analyses across R&D
You will ensure data transfers follow quality standards and coordinate with other stakeholders in MEDICAL DEVICES COMMERCIALS, SCIENTIFIC, CLINICAL, REGULATORY AND QUALITY TEAMS to ensure acquisitions satisfy expected analysis plans
In addition, you ll program analyses of the RWD, working with your observational data sciences colleagues, and stakeholders across Abbott Medical Devices, including epidemiologists, translational biologists, biomarker scientists and biostatisticians
These analyses will provide a better understanding of disease natural history, incidence/prevalence, co-morbidities, treatment patterns, and health and safety outcomes in real world patient populations, across a wide variety of serious and unmet diseases
Your work will have great impact to research and early development, clinical development pipeline and marketed products
What You ll Do
As a Senior Data Scientist, you will:
Conduct analyses and develop advance data science models pertaining to the application of the observational RWE data for diverse stakeholders using health outcomes focused algorithms and other observational studies to better understand disease natural history, incidence/prevalence, co-morbidities, treatment patterns, and health and safety outcomes in real world patient populations and their commercial usage.
Ensure data transfers follow quality standards and coordinate with other stakeholders in MEDICAL DEVICES COMMERCIAL, SCIENTIFIC, CLINICAL, REGULATORY AND QUALITY TEAMS to ensure acquisitions satisfy expected analysis plans.
Define and implement data transfer, quality control and curation processes, and maintain the data quality pipeline.
Work with other Global Data Sciences team members to ensure consistency of quality control methods and processes across disparate types of data sourced external to Abbott Medical Devices.
Advise on the associated analyses plans using information developed in the execution of the data quality pipelines.
Ensure information is surfaced to ensure the externally sourced data is fit for purpose.
Collaborate with external vendors, Abbott Medical Devices partners and external organizations responsible for collecting the data.
Develop systems, processes, and tools (pipelines) which impact enterprise use of our data assets and confirm data quality.
Who you are
You love analytics and are passionate about using observational real-world data to drive meaningful insight that inform the science that will defeat devastating cardiovascular & neurological diseases
You love learning new technological skills and collaborating with your team and stakeholders to make us leaders in the research and development of medicines to transform neuroscience to benefit society
Qualifications Minimum Required Skills
A Bachelor s degree or Higher in Computer Science, Biostatistics, Data Science, Life Sciences, Epidemiology, Bioinformatics, Clinical Informatics, or similar technical fields
5+ Years of experience developing solution using Advance Analytics, Use of AI-ML Methods such as PCAs, Regression, Classification, Clustering, Decision Trees, Random Forest, Neural Networks and Deep Learning methods etc. is required
Knowledge of data exploration and feature engineering and trending and familiarity with statistics and be able to use Descriptive, Inferential, Predictive and Prescriptive Statistics models/methods to solve data problems
Expertise in at least one of these Big-Data/Analytics coding languages (R, Python, SQL, Azure/Data Bricks etc.)
Review of the study report to ensure statistical integrity in the reporting of the results
Interpret analysis and craft statistical sections of integrated report
Experience using hardware and software used to curate, process and analyze data
Strong Analytical skills, and ability to effectively lead, collaborate and communicate across diverse group of observational data stakeholders (scientific, technical, operational)
Preferred Desirable Skills
Master s in Computer Science, Biostatistics, Data Science, Life Sciences, Epidemiology, Bioinformatics. PhDs can be considered with 3 years of experience
6+ years relevant work experience with a focus on clinical, observational or RWE data analysis through ingestion, curation, exploration, mining, and insights generation and ability to work major portion of several typical data science project independently with minimal to no supervision
Exposure to Medical devices, Cardiovascular, neurology/ neuroscience will be added on
Experience establishing and managing relationships with external vendors and organizations for the acquisition and analysis using data visualization techniques
Understanding of clinical development and life sciences and healthcare industry, with emphasis on role of observational research
Experience developing and implementing process and data standards and develop SAP, Analysis Datasets, Mock Shells, TLFs and validate them to support analysis", 13 days ago,Not Disclosed,6 - 7 years
Data Scientist,Quality Engineering Software Technologies Pvt. Ltd.,Bangalore/Bengaluru,"We are looking for humble geniuses, who believe that engineering has the potential to make the impossible, possible; innovators, who are not only inspired by technology and innovation, but also perpetually driven to design, develop, and test as a trusted partner for Fortune 500 customers.
The achievers and courageous challenge-crushers we seek, have the following characteristics and skills:
Description:

As a Data Scientist, you will develop the capability and application of business knowledge, mathematics, technology, design thinking and behavioural sciences to enable better decision support solutions within our data services and implement those decisions with the customer
This is your chance to flex your expertise in analysis, visualisation and algorithmic / mathematical computations and extract insights from data in response to these business problems, questioning and hypothesising using the data available from our customers, within Rolls-Royce and externally
You will rapidly develop prototype applications that productionize the solutions identified so that they can deliver beta services to customers and work with other teams in order to transition these solutions into full service
You will enable the on-going creation, translation and consumption of data-driven insights to help Rolls-Royce and their customers make better decisions - increasing the efficiency and effectiveness of the services that we and our customers deliver
You will be dynamic and creative, and willing to take on any challenge and make a big impact
You will also demonstrate a strong entrepreneurial drive

Key Accountabilities:
Validate output from data analytics and balance this with knowledge and understanding to provide decision support to customers
Assess and develop future capabilities and technologies relevant for big data and predictive analytics.
You will be working with state of the art tools, assess future trends, and develop services as demonstrators and beta service offerings for use in the near future.
Enable the on-going creation, translation and consumption of data-driven insights to help Rolls-Royce and our customers make better decisions - increasing the efficiency and effectiveness of the services that we and our customers deliver.
Address business problems that are ill defined and shifting where factors affecting the problem are not completely understood.
Contribute to the development or implementation of applications that demonstrate and illustrate the impact of data science on customer operations.
Trial new approaches, new techniques, new technologies, and assess the impact of the latest technology trends.
Demonstrating how data, algorithms, programming and visualizations can be employed to develop next generation data services.
Be instrumental in setting up and defining the capabilities needed to utilize business knowledge, mathematics, technology, design thinking and knowledge of behavioural sciences in our next generation data services.
Key Experience and Qualifications:
Degree level education in Mathematics, Scientific, Computing or Engineering discipline or equivalent experience.
An ability to apply logical, analytical and innovative thinking on a range of technical problems, with a particular bias towards the application of existing analytical methods, the development of new methods and software engineering.
Experience with predicative analytics, advanced analytics and machine learning algorithms are essential.
Domain knowledge of one of the following: gas turbine engines, aircraft engineering, airline operations or aviation maintenance repair and overhaul is highly desirable
Ability to interpret complex business requirements, translating them into analytical problems and delivering high value outputs.
Experienced in the use of one or more current analytical / big data technologies such as Azure (Machine Learning, Stream Analytics, Data Factories etc.), R, Python (including relevant libraries), SAS, MATLAB, Spark, Hive, Hadoop, SQL, Tableau, Power BI, SPSS, JMP etc.
Experienced in exploring and visualizing data, being able to work with large data sets.
Proactive, persistent and customer focused with a high level of self-motivation, initiative, and able to stand-alone.
Skilled communicator, able to engage with colleagues, customers and stakeholders and an ability to influence and negotiate compromise between different groups.
Education Type
B.E/B.Tech/BS-Computer Science", 2 days ago,Not Disclosed,3 - 6 years
Associate Data Scientist,Assurant Technology Group,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru","Creating Value Through Data (15%):
Produce clear, insightful, understandable work products (visualizations, reports, presentations, etc.) to outline actionable recommendations
Transform data into insights by leveraging internal and external tools (e.g., Python, SQL, Hadoop, Excel, Sawtooth, Power BI, etc.) to identify and quantify opportunities
Build studies that add substantial value to the decision-making process through proactive data analysis, reporting, and research
Develops machine learning solutions for complex business problems; examine data and develop machine learning solutions for adding business value
Provides feedback to product and engineering teams on machine learning solution design and development and communicate the approach and implementation of the machine learning solution
Devises new algorithmic approaches to solving difficult quantitative problems using large-scale enterprise data sources
Develop automated ML models to standardize the refresh process to drive data consistency and quality
AI Product Maturity, Support Maintenance (40%):
Support re-training and enhancement of existing ML models to facilitate growth and maintenance of AI products
Proactively identify the opportunities to drive and engage the data science and engineering teams to bring maturity to the AI product implementation methodology
Works independently with mentorship from senior team members of the Data Science team on leveraging existing frameworks and models for supporting AI products
Drive Analytics as a Product (AaaP) and provide thought leadership to Assurant s Data Analytics COE, questioning traditional wisdom, current standard practices, and capabilities
Ensures data and model governance is established to comply with internal audit requirements and ensures compliance with data governance and data privacy policies
Support ad hoc analytical projects
Presents analysis and resulting recommendations to senior team members
Leverages data to present compelling business cases to optimize investments and operations
Remains abreast of developments in the field(s) of insurance, management, and data sciences by attending self-development programs, interacting with peers, and reviewing pertinent literature. Incorporates advancements when practicable and cost-effective.
Participate and drive data modeling and governance best practices
Proactively engages internal teams to discover areas of analytical needs
Basic Qualifications Required - Experience, Skills, and Knowledge:
5 years - Experience in developing ML models, large scale solution implementation, data engineering management, business analysis, research, statistics, applied mathematics, business intelligence, or related fields
5 years - Experience with data science tools (e.g., Python, PySpark, SQL, Hadoop, Advanced Excel, Tableau, Power BI, Sawtooth, CART, R, etc.) and relational database software
4 years - Experience in data analysis that includes translating insights into recommendations
4 years - Experience in an analytical role involving data extraction, analysis, statistical or machine learning modeling, and communication
Bachelor s Degree in Statistics, Economics, Applied Mathematics, Computer Science, or Information Management; or equivalent is required
Writes efficient code that incorporates best practices and standardized methodologies for implementing Data Science solutions
Preferred Experience, Skills, and Knowledge :
Master s Degree or Ph.D. preferred in business, mathematics, computer science, or a related field
Experience in performing statistical analyses, such as predictive modeling, time series analysis, exploratory data analysis, segmentation, cluster analysis, retention, etc.
Experience working with Machine Learning and Deep Learning algorithms design and implementation
Strong written, verbal, and interpersonal communication skills. Ability to effectively communicate at all levels in the organization
Experience with data storytelling and distilling complex information into understandable ideas
Experience working in the insurance industry
Ability to work independently on all project types
Experience with cloud technologies (e.g., Apache Spark, Azure (Databricks, Azure ML, Cognitive Services))", 6 days ago,Not Disclosed,5 - 10 years
Junior Data Scientist,Analytos,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru","You will collaborate with the brightest technical minds in building futuristic products, researching groundbreaking concepts, and influencing new ideas to transform retail. If you want to make meaningful contributions and reinvent the retail space that will impact millions of guests, Target is for you.

About This Opportunity: Responsib... le for the development of high performance, distributed computing tasks using Big Data technologies such as Hadoop, NoSQL, text mining and other distributed environment technologies based on the needs of the organization. Designs and drives the creation of new standards and best practices in the use of statistical data modeling, big data and optimization tools.

Deploy data- science and technology based algorithmic solutions to address business needs for our customers Utilize recommender systems, collaborative filtering techniques, propensity modeling to drive our customer's business priorities

Qualifications: Msc - Statistics / Math or PhD in any stream

Experience : 0 to 2 years

Requirements

Experience / Strong Knowledge of Regression/ Linear Analysis

Familiarity with any of Deep Learning, Distributed RF, Generalized Linear Model, K- Mean and naive Bayes

Familiarity with designing algorithms on Hadoop ecosystem

Experience / Strong Knowledge with recommendation systems

A strong passion for empirical research and for answering hard questions with data

Excellent written and verbal communication skills", 30+ days ago,Not Disclosed,0 - 2 years
Data Scientist,Fiserv,"Thane, Navi Mumbai, Mumbai (All Areas)","Location: Thane

What does a successful Data Scientist do at FISERV/ ICICI Merchant Services?

Youll be a part of Global Business Solutions (Merchant business) – Fraud and Credit Decision Science team, responsible for developing and deploying predictive ML models in the form of automated risk controls that help in reducing fraud and credit risk losses as well as enabling top line growth. As a part of this team, you’ll be using internal and external data assets to generate insightful analytics, build models/rules, create data driven capabilities/ solutions to manage risk and identify new areas of opportunity. Key functions supported by the team include New Merchant On-boarding & Underwriting, Existing Merchant Risk Monitoring, Lending Products, and other/ commercial Risk Solutions. This position will be a critical interface with stakeholders within and outside Fiserv in building best-in-class analytical solutions.

We'll help you to:

Become a key enabler to develop data driven capabilities and implement automated decisions using existing and new data, advanced analytics and ML based predictive models
Get great exposure to the payments industry, the merchant and transaction data that flows through payment networks as we apply innovative techniques to prevent fraud and credit losses, and support growth, specifically from digital channels.
Measure and realize how your work contributes to reducing losses/ expenses and supporting business growth/ revenue.

You can look forward to:

Designing and implementing ML / predictive models by utilizing internal and external data available and applying statistical techniques
Tracking and monitoring model performance and provide analytical support to business partners for addressing their questions regarding automated decisions or automated alerts through informed analytics
Conduct complex analysis using statistical and other industry leading quantitative techniques
Evaluating and integrating data from internal and external sources to support modelling, analytics, and reporting
Proactively using data to generate useful insights by assessing key performance indicators / trends and presenting to business leaders
Partnering with business and technical SMEs to understand relevant data, analyse and perform necessary deeper-dives to solve given business problem, summarize and present key findings
Supporting the transformation of risk data capabilities and decision systems through advanced and sustainable technology, new data sources and real-time decision
Implementing models and decision rules in production in partnership with IT / deployment teams
Develop documentation to support internal and external stakeholder requirements
Develop and coach junior team members on daily basis
Establish the scope of the project, lead internal communication with stakeholders, and ensure delivery of projects per commitment

What will you need to know?

Bachelor’s degree in a quantitative field (Mathematics / Statistics / Computer Science / Engineering)
7+ years of hands-on experience in one or more of the following areas: risk / marketing data analytics or predictive modelling
Proficient in SQL/Python/SAS, Excel or other analytical tools / open-source programming languages
Loves to collaborate.
Can roll up their sleeves and make an impact.
Has superb communication and interpersonal skills.
Strong technical skills and problem-solving ability (analytically sound)
Can work on multiple projects while still meeting deadlines.

What would be great to have?

Master's Degree in a quantitative field (Mathematics / Statistics / Computer Science / Engineering)
10+ years of relevant experience
Exposure to and knowledge of statistical / financial modelling in FINTECH / Payments domain
Experience with credit bureaus and other external data sources
Hands-on experience with AI / Money Laundering techniques
Eligible to work in the India (Thane)", 30+ days ago,Not Disclosed,5 - 10 years
Data Scientist,Teleperformance (TP),Mumbai,"  Be an Individual Contributor in the Analytics Research and Development team and solve real-world problems using cutting-edge capabilities and emerging technologies.
Be a part of large delivery teams working on advanced projects when expert assistance is required.
Deliver advanced Data Science capabilities to businesses in a meaningful manner through successful proof-of-concept solutions, and later on smoothly transition the proof-of-concept into production.
Required Qualifications:
Individual Contributor with minimum 3 years of experience in Analytics/Data Science
Post-graduate degree from a renowned institute in Engineering / Statistics / Economics / Computer Science/Mathematics (with a strong quantitative background)
Demonstrated hands-on experience in solving real-world problems using Natural Language Processing and/or Image Processing
Demonstrated hands-on experience in using algorithm libraries / frameworks like H2O, Keras and TensorFlow
Expert level programming ability in R and/or Python and possess good presentation skills with the ability to organize and present information to audiences with disparate levels of technical understanding
Strong theoretical and practical knowledge of some or most econometric/statistical methods like Linear Regression, Logistic regression, Generalized Linear Model, Survival Analysis, Sampling Techniques, Time Series Analysis, CART, CHAID, Clustering, Discriminant Analysis, Principal Component Analysis, Factor Analysis, Multidimensional Scaling, Propensity models, customer segmentation etc.
Strong theoretical and practical knowledge of some or most Machine learning techniques like Random Forest, Support Vector Machine, Gradient Boosting Machine, XGBoost etc.
Strong theoretical and practical knowledge of some or most Deep Learning techniques across Recurrent Neural Networks, Convolutional Neural Networks etc.
Consistent track record of building and successfully deploying advanced analytics solutions with demonstrable value to the organization
Ability to work well under pressure in a fast-paced environment
Professional, service oriented, proactive and flexible", 30+ days ago,Not Disclosed,1 - 6 years
Team Lead/Consultant-Data Science,Accenture,Mumbai,"Skill required: Data Science - Predictive Modeling and Analytics
Designation: Team Lead/Consultant
Job Location: Mumbai
Qualifications: BE/BTech
Years of Experience: 7-11 years
What would you do?
You will be aligned with our Insights & Intelligence vertical and help us generate insights by leveraging the latest Artificial Intelligence (AI) and Analytics techniques to deliver value to our clients. You will also help us apply your expertise in building world-class solutions, conquering business problems, addressing technical challenges using AI Platforms and technologies. You will be required to utilize the existing frameworks, standards, patterns to create architectural foundation and services necessary for AI applications that scale from multi-user to enterprise-class and demonstrate yourself as an expert by actively blogging, publishing research papers, and creating awareness in this emerging area.
In the Data Science team, you will manage and analyze data in order to build data driven business insights and high impact data models to generate significant business value. This will involve creating models and processes to collect, distill and interpret data with a view to aid more informed decision making, examine and explore data from multiple sources with the goal of discovering insights which in turn can provide competitive advantage for our client.
In Predictive Modeling and Analytics, you will be using statistical techniques from predictive modeling, machine learning, and data mining that analyze current and historical facts to make predictions about future or otherwise unknown events.
What are we looking for?
We are looking for individuals who have the following skillset:
Alteryx
GCP- Cloud Bigtable
Python Programming Language
SQL (Structured Query Language)
Adaptable and flexible
Ability to perform under pressure
Ability to handle disputes
Ability to manage multiple stakeholders
Ability to meet deadlines
Roles and Responsibilities
In this role, you need to analyze and solve moderately complex problems
You are required to create new solutions, leveraging and, where needed, adapting existing methods and procedures
You are required to understand the strategic direction set by senior management, clearly communicate team goals, deliverables, and keep the team updated on change
Your primary upward interactions are with your direct supervisor
You may interact with peers and/or management levels at a client and/or within Accenture
You will be provided with guidance when determining methods and procedures on new assignments
The decisions that are made by you will often impact your team
You would be an individual contributor and/or oversee a small work effort and/or team.", 30+ days ago,Not Disclosed,7 - 11 years
Analystics & Modeling Specialist,Accenture,"Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru","This role will be a part of Survey Solutions and Analytics team. The Analytics and Modeling Specialist will be working on developing advanced statistical models, machine learning methods and high-end solutions based on various datasets, helping Accenture improve various business outcome indicators.

KEY RESPONSIBILITIES (BULLETS)
Conceptualize, develop, test and implement various advanced Statistical models on business data.
Integrate the outcomes from various analytics techniques to provide insights beyond the obvious, which helps create value for Accenture and its clients.
Leverage a combination of multiple approaches for project execution, including internal assets, third-party and open source solutions to create unique methods of delivery.
Collaborate with stakeholders, subject matter experts, client teams and other functional teams globally to understand business problems and conceptualize, design and execute solutions using various data sources and advanced analytics approach.", 6 days ago,Not Disclosed,6 - 8 years
Data Scientist,Infogain,"Pune, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)","Roles and Responsibilities

Conceptualize, design and deliver high-quality solutions and insightful analysis on a variety of projects ranging in both complexity and scope
Conduct research and prototyping innovations, data and requirements acquisition, solution scoping and architecture, consulting clients or client-facing teams on advanced statistical/machine learning problems
Conduct analytic deep-dives of critical business issues that impact performance and translate the analyses into actionable recommendations
Collaborate with Client Team in defining clear business problems and corresponding metric definition, and communicate performance analysis, findings and recommendations
Lead and groom the pool of data scientists for solving complex problems using data science", 13 days ago,Not Disclosed,3 - 6 years
Data Science,Lericon Infomatics Pvt.ltd,"Mumbai, Delhi / NCR, Bangalore/Bengaluru, Mumbai/ Delhi/ Bengaluru","• * Candidates working in the Corporate Sector with 3+ years of experience.

* Person must have strong knowledge in python, power bi, hadoop, hive, Big data, SQL, pysql, Tableau,

*Certification in training will be an added advantage

*Prior experience in technical training role

*Excellent English communication skills both written and verbal

*Flexible to work in Office

*Critical thinking, logical analysis and ability to work independently, to prioritize and take initiative
* Python, PySpark, SQL, Big Data – Hadoop (Hive/Impala), Model Development

• Some exposure to analytics delivery experience with use cases from Banking and Financial Services, Risk domain is preferred.

• Build ability to research and make decisions based on the day-to-day and complex customer problems required

• Handling large data sets and use of Python/PySpark/SQL/Hive/Impala for data analysis

• Exposure to Tableau & other BI tools", 2 days ago,Not Disclosed,2 - 4 years
Senior Data Scientist,Abbott,Mumbai,"The Senior Data Scientist will work on a team of data scientists and engineers to deliver data science solutions
He or she will be responsible for working on complex problems in the field of life-saving implantable medical devices
He or she will use machine learning, artificial intelligence, statistical modeling, data mining, and visualization techniques to provide analytics solutions to a wide range of challenging projects
As a key member of the team, the candidate will develop solutions to curate and analyze large quantities of medical data
The candidate will work on projects that provide solutions to internal and external stakeholders
The candidate will collaborate effectively with internal stakeholders and cross-functional teams in India and the US
He or she will present solutions and insights in concise and effective manner to technical and non-technical audiences
About This Role
In this Senior Data Scientist role, you are responsible for managing the acquisition, processing and analysis of non-Abbott Medical Devices sourced observational real-world data (RWD), including clinical, insurance claims, disease registry, electronic health/ medical records (EHR/EMR) and syndicate corporate internal metadata & data
You ll manage a wide portfolio of data types, with a goal of supporting diverse analyses across R&D
You will ensure data transfers follow quality standards and coordinate with other stakeholders in MEDICAL DEVICES COMMERCIALS, SCIENTIFIC, CLINICAL, REGULATORY AND QUALITY TEAMS to ensure acquisitions satisfy expected analysis plans
In addition, you ll program analyses of the RWD, working with your observational data sciences colleagues, and stakeholders across Abbott Medical Devices, including epidemiologists, translational biologists, biomarker scientists and biostatisticians
These analyses will provide a better understanding of disease natural history, incidence/prevalence, co-morbidities, treatment patterns, and health and safety outcomes in real world patient populations, across a wide variety of serious and unmet diseases
Your work will have great impact to research and early development, clinical development pipeline and marketed products
What You ll Do
As a Senior Data Scientist, you will:
Conduct analyses and develop advance data science models pertaining to the application of the observational RWE data for diverse stakeholders using health outcomes focused algorithms and other observational studies to better understand disease natural history, incidence/prevalence, co-morbidities, treatment patterns, and health and safety outcomes in real world patient populations and their commercial usage.
Ensure data transfers follow quality standards and coordinate with other stakeholders in MEDICAL DEVICES COMMERCIAL, SCIENTIFIC, CLINICAL, REGULATORY AND QUALITY TEAMS to ensure acquisitions satisfy expected analysis plans.
Define and implement data transfer, quality control and curation processes, and maintain the data quality pipeline.
Work with other Global Data Sciences team members to ensure consistency of quality control methods and processes across disparate types of data sourced external to Abbott Medical Devices.
Advise on the associated analyses plans using information developed in the execution of the data quality pipelines.
Ensure information is surfaced to ensure the externally sourced data is fit for purpose.
Collaborate with external vendors, Abbott Medical Devices partners and external organizations responsible for collecting the data.
Develop systems, processes, and tools (pipelines) which impact enterprise use of our data assets and confirm data quality.
Who you are
You love analytics and are passionate about using observational real-world data to drive meaningful insight that inform the science that will defeat devastating cardiovascular & neurological diseases
You love learning new technological skills and collaborating with your team and stakeholders to make us leaders in the research and development of medicines to transform neuroscience to benefit society
Qualifications Minimum Required Skills
A Bachelor s degree or Higher in Computer Science, Biostatistics, Data Science, Life Sciences, Epidemiology, Bioinformatics, Clinical Informatics, or similar technical fields
5+ Years of experience developing solution using Advance Analytics, Use of AI-ML Methods such as PCAs, Regression, Classification, Clustering, Decision Trees, Random Forest, Neural Networks and Deep Learning methods etc. is required
Knowledge of data exploration and feature engineering and trending and familiarity with statistics and be able to use Descriptive, Inferential, Predictive and Prescriptive Statistics models/methods to solve data problems
Expertise in at least one of these Big-Data/Analytics coding languages (R, Python, SQL, Azure/Data Bricks etc.)
Review of the study report to ensure statistical integrity in the reporting of the results
Interpret analysis and craft statistical sections of integrated report
Experience using hardware and software used to curate, process and analyze data
Strong Analytical skills, and ability to effectively lead, collaborate and communicate across diverse group of observational data stakeholders (scientific, technical, operational)
Preferred Desirable Skills
Master s in Computer Science, Biostatistics, Data Science, Life Sciences, Epidemiology, Bioinformatics. PhDs can be considered with 3 years of experience
6+ years relevant work experience with a focus on clinical, observational or RWE data analysis through ingestion, curation, exploration, mining, and insights generation and ability to work major portion of several typical data science project independently with minimal to no supervision
Exposure to Medical devices, Cardiovascular, neurology/ neuroscience will be added on
Experience establishing and managing relationships with external vendors and organizations for the acquisition and analysis using data visualization techniques
Understanding of clinical development and life sciences and healthcare industry, with emphasis on role of observational research
Experience developing and implementing process and data standards and develop SAP, Analysis Datasets, Mock Shells, TLFs and validate them to support analysis", 11 days ago,Not Disclosed,6 - 7 years
Data Scientist,Quality Engineering Software Technologies Pvt. Ltd.,Bangalore/Bengaluru,"We are looking for humble geniuses, who believe that engineering has the potential to make the impossible, possible; innovators, who are not only inspired by technology and innovation, but also perpetually driven to design, develop, and test as a trusted partner for Fortune 500 customers.
The achievers and courageous challenge-crushers we seek, have the following characteristics and skills:
Description:

As a Data Scientist, you will develop the capability and application of business knowledge, mathematics, technology, design thinking and behavioural sciences to enable better decision support solutions within our data services and implement those decisions with the customer
This is your chance to flex your expertise in analysis, visualisation and algorithmic / mathematical computations and extract insights from data in response to these business problems, questioning and hypothesising using the data available from our customers, within Rolls-Royce and externally
You will rapidly develop prototype applications that productionize the solutions identified so that they can deliver beta services to customers and work with other teams in order to transition these solutions into full service
You will enable the on-going creation, translation and consumption of data-driven insights to help Rolls-Royce and their customers make better decisions - increasing the efficiency and effectiveness of the services that we and our customers deliver
You will be dynamic and creative, and willing to take on any challenge and make a big impact
You will also demonstrate a strong entrepreneurial drive

Key Accountabilities:
Validate output from data analytics and balance this with knowledge and understanding to provide decision support to customers
Assess and develop future capabilities and technologies relevant for big data and predictive analytics.
You will be working with state of the art tools, assess future trends, and develop services as demonstrators and beta service offerings for use in the near future.
Enable the on-going creation, translation and consumption of data-driven insights to help Rolls-Royce and our customers make better decisions - increasing the efficiency and effectiveness of the services that we and our customers deliver.
Address business problems that are ill defined and shifting where factors affecting the problem are not completely understood.
Contribute to the development or implementation of applications that demonstrate and illustrate the impact of data science on customer operations.
Trial new approaches, new techniques, new technologies, and assess the impact of the latest technology trends.
Demonstrating how data, algorithms, programming and visualizations can be employed to develop next generation data services.
Be instrumental in setting up and defining the capabilities needed to utilize business knowledge, mathematics, technology, design thinking and knowledge of behavioural sciences in our next generation data services.
Key Experience and Qualifications:
Degree level education in Mathematics, Scientific, Computing or Engineering discipline or equivalent experience.
An ability to apply logical, analytical and innovative thinking on a range of technical problems, with a particular bias towards the application of existing analytical methods, the development of new methods and software engineering.
Experience with predicative analytics, advanced analytics and machine learning algorithms are essential.
Domain knowledge of one of the following: gas turbine engines, aircraft engineering, airline operations or aviation maintenance repair and overhaul is highly desirable
Ability to interpret complex business requirements, translating them into analytical problems and delivering high value outputs.
Experienced in the use of one or more current analytical / big data technologies such as Azure (Machine Learning, Stream Analytics, Data Factories etc.), R, Python (including relevant libraries), SAS, MATLAB, Spark, Hive, Hadoop, SQL, Tableau, Power BI, SPSS, JMP etc.
Experienced in exploring and visualizing data, being able to work with large data sets.
Proactive, persistent and customer focused with a high level of self-motivation, initiative, and able to stand-alone.
Skilled communicator, able to engage with colleagues, customers and stakeholders and an ability to influence and negotiate compromise between different groups.
Education Type
B.E/B.Tech/BS-Computer Science", Few Hours Ago,Not Disclosed,3 - 6 years
Senior Advisory Data Scientist,IBM,Bangalore/Bengaluru,"As a Data Scientist at IBM, you will help transform our clients data into tangible business value by analyzing information, communicating outcomes and collaborating on product development. Work with Best in Class open source and visual tools, along with the most flexible and scalable deployment options. Whether it s investigating patient trends or weather patterns, you will work to solve real world problems for the industries transforming how we live.

Your Role and Responsibilities
7-10+ years of hands-on experience in the Analytics ecosystem including:
7+ years of hands-on experience with SQL and Python
5+ years of hands-on experience with big data technologies (e.g., Spark, Ray) and deep learning frameworks (PyTorch, Tensorflow, Keras)
3+ years of hands-on experience with DevOps/MLOps frameworks (Git, CI/CD, Docker, MLFlow, Argo)
3+ years of hands-on experience building libraries and packages to be re-used by others
3+ years of hands-on experience building DS Solutions for production usage
Team player with a problem-solving attitude
Experience in leading & delivering advanced analytical projects to large, complex organizations in a multi-functional environment
Able to challenge and review the quality and value generated from analytical outputs
Focus on driving business value for business clients to support long-term relationships.
Ability to grow teams, ensuring the culture and strategy are communicated and maintained.
Required Technical and Professional Expertise
Overall 10 - 12 + years of experience
Recognized expert in vision, language models, optimization, or advanced machine learning techniques
Experience in applications of AI in Supply Chain, reliability engineering, IOT, or environmental science areas
Ability to clearly communicate complex ideas to different audiences
Experience leading a large-scale analytical asset or portfolio of analytics assets
Build and maintain executive-level relationships advising them on technical domains
Experience leading data science development for new products/engagements, including technical framework setting, proofs of concepts, and achieving stakeholder buy-in
Contributions to professional and academic communities
Experience mentoring and coaching other data scientists
Preferred Technical and Professional Expertise
Should be able to provide guidance on technical issues, define and manage algorithmic items and provide overall direction on research and development activities for the project.", 1 day ago,Not Disclosed,10 - 15 years
