Job title,Company,Location,Job Description,Date posted ,Salary,qualification
Specialist- Data Analytics (Statistical Analysis & Non Data Science),Gartner4.2187 Reviews,Gurgaon/Gurugram,"Assist in creation of primary data collection instruments (surveys, web data, etc.), sampling methodologies, and modelling.
Analyzing large, complex, disparate data sets to identify actionable insights for senior executives, using basic descriptive analysis as well as robust inferential analyses, including correlation, factor analysis, and multiple regression.
Conceptualize and create custom client-facing research deliverables such as client presentations, webinars and tools.
Conceptualize and create automation scripts based on VBA, R to make reporting more efficient and insights easy to consume.
Plan test schedules or strategies in accordance with project scope. Participate in product design reviews to provide input on functional requirements.
Walk clients through the entire value chain system of benchmarking and diagnostic products.
Collaborating with researchers and analysts to identify areas where data/quantitative analysis can play a role in strengthening Gartner s research.

What you will need:
MBA or master s degree in Economics / Statistics / other related fields.
0-3 year of relevant work experience in data analysis, quantitative research, analytics or benchmarking
Demonstrated ability to teach and relay ideas, engage clients and work in global teams

Who you are:
We are looking for creative, analytically strong, articulate and self-motivated individuals who would like to develop a strong knowledge of the terrain along with building consultative problem-solving skills. Unlike management consulting, investment banking, or law, our strategic research positions do not depend on a special appetite or aptitude for sales or business development. Our search for talent is centered, without exception, on the ability to run deep on a logical, philosophical, or economic problem and resurface with rigorous original insight. Some of the shared characteristics of our successful hires include:
Excellent verbal communication skills, as you will be leading discussions with our global client base and senior leaders across Gartner
Working knowledge of data visualization tools such as Power BI, Tableau, and Xcelsius.
Working knowledge of running supervised and unsupervised descriptive analysis including regression.
Experience in sampling methodologies, survey questionnaire design, and data management
Advanced knowledge of Microsoft Excel (array functions, VBA)
Basic knowledge and/or strong interest in working with statistical packages, especially SPSS and/or R.",None,Not Disclosed,0 - 3 years
Sr Manager Data Science & Analytics,Transunion4.2176 Reviews,Mumbai,"Lead research and development of new analytics solutions in the area of Consumer and MFI lending, build generic products as per market demand and product roadmap as well as custom solutions to support lenders, and monitor the performance of solutions to drive value for the company and its clients
Perform RD on innovative analytics methodologies, products and data sources Communicate results and recommendations and produce technical documentation of generic and custom products/solutions
Implement and follow best practices with respect to coding standards and documentation
Demonstrate self-driven initiatives to learn new techniques/technologies to stay ahead of the curve
Impact Youll Make:
Bachelor s degree in engineering/ analytics/ mathematics/ statistics
Master s degree in business management/ economics/ statistics will be an advantage
10+ years of experience
Extensive experience with predictive modeling; exposure to risk scorecards will be an advantage
Strong proficiency in tools and technologies like R, Python, Spark, Hive, SQL, Tableau etc.
Should have some team management experience
Functional experience in consumer lending will be an advantage",None,Not Disclosed,10 - 12 years
Senior Engineer - Data Science,CAMBRIDGE TECHNOLOGY ENTERPRISES (CTE)4.457 Reviews,Hyderabad/Secunderabad,"From building entire infrastructures or platforms to solving complex IT challenges, Cambridge Technology helps businesses accelerate their digital transformation and become AI-first businesses. With over 20 years of expertise as a technology services company, we enable our customers to stay ahead of the curve by helping them figure out the perfect approach, solutions, and ecosystem for their business. Our experts help customers leverage the right AI, big data, cloud solutions, and intelligent platforms that will help them become and stay relevant in a rapidly changing world.

No. of Positions: 1

Skills required:
Minimum of 4 Years experience is required in data science.
A strong candidate will also possess many of the following characteristics:
Strong problem-solving skills with an emphasis on achieving proof-of-concept
Knowledge of statistical techniques and concepts (regression, statistical tests, etc.)
Knowledge of machine learning and deep learning fundamentals
Experience with Python implementations to build ML and deep learning algorithms (e.g., Pandas, Numpy, Sci-kit-learn, Stats Models, Keras, PyTorch, etc.)
Experience writing and debugging code in an IDE
Experience using managed web services (e.g., AWS, GCP, etc.)
Strong analytical and communication skills
Curiosity, flexibility, creativity, and a strong tolerance for ambiguity
Ability to learn new tools from documentation and internet resources
Ability to work from home with up to 20% travel to client sites

Roles and responsibilities :
You will work on a small, core team alongside other engineers and business leaders throughout Cambridge with the following responsibilities:
Collaborate with client-facing teams to design and build operational AI solutions for client engagements.
Identify relevant data sources for data wrangling and EDA
Identify model architectures to use for client business needs.
Build full-stack data science solutions up to MVP that can be deployed into existing client business processes or scaled up based on clear documentation.
Present findings to teammates and key stakeholders in a clear and repeatable manner.

Experience :
4-8 Yrs",None,15-30 Lacs P.A.,4 - 8 years
Analyst - Data Science,Visa Inc4.314 Reviews,Mumbai,"Support and deliver data science engagements for India and South Asia clients
Execute on solution frameworks leveraging appropriate tools and techniques
Clearly communicate findings and recommendations, data-driven insights to clients and stakeholders
Ensure consistency, standards & quality control of data science work, with coding and project documentation up to date
Seek out opportunities to innovate by using Visa data, client data and non-traditional data fit for purpose to the needs of our clients
Enhance existing data science techniques by promoting new methodologies and best practices in the field
Basic Qualifications:

2-4 years of relevant work experience with a Bachelor s Degree in Computer Science or related field or an advanced degree in Computer Science or related field

Preferred Qualifications:

-MS in Computer Science or related field
-2+ years of experience with distributed software development
-Hands-on experience with all aspects of software development: data, server-side, UI, and open-source software.
-Experience with Linux, Open source, C++ or Java, client-server apps
-Expertise in at least two of the following: Java / Go / Scala / Python,
-Knowledge of developing Data Pipeline, including Ingestion, -Transformation, Extraction etc. is expected
-Experience in large Data Pipeline handing is a big plus
-Familiar with container strategies and ecosystems such as Docker, Kubernetes
-Knowledge of cloud architecture and scalable solutions including orchestration
-BlockChain technical expertise is a plus",None,Not Disclosed,2 - 4 years
Sr. Vice President - Analytics - Data Science Team - IIT/IIM/XLRI/NIT,Huquo Consulting Pvt. Ltd,Gurgaon/Gurugram,"Sr.Vice President-Analytics ( Data Science)-IIT/IIM/XLRI/NIT

Role Overview:

- The person will be part of the Data Science team for a major Insurance client. He/ She will work with different stakeholders as SME for data engineering/data science work.

- A typical work day will involve working with stakeholders in individual contributor role and upscaling the quality of team's deliverables.

- The person will also be required to participate actively in brainstorming sessions for improvement opportunities and take it to completion

- A suitable candidate should have 8-10 years of experience in a similar role and should possess a go -getter attitude. He/ She should be able to deal with aggressively changing environment.

- Experience in insurance preferred but not mandatory.

Key Responsibilities & Skillsets:

Common Skillsets :

- 8+ years of experience in analytics, machine learning, advanced statistical techniques, AI and data engineering jobs.

- Excellent communication & presentation skills

- Experience in managing Python codes and collaborating with customer on model evolution

- Excellent in project management, team management and conflict management skills

- Good knowledge of data base management and Hadoop/Spark, SQL, HIVE, Python (expertise).

- Superior analytical and problem solving skills

- Should be able to work on a problem independently and prepare client ready deliverable with minimal or no supervision

- Data Management Skillsets:

- Ability to understand data models and identify ETL optimization opportunities. Exposure to ETL tools is preferred

- Should have strong grasp of advanced SQL functionalities (joins, nested query, and procedures).

- Strong ability to translate functional specifications / requirements to technical requirements

Candidate Profile:

- Bachelors/Master's degree in economics, mathematics, actuarial sciences, computer science/engineering, operations research or related analytics areas; candidates with BA/BS degrees in the same fields from the top tier academic institutions are also welcome to apply

- Strong and in-depth understanding of statistics

- Data analysis experience

- Superior analytical and problem solving skills

- Outstanding written and verbal communication skills

- Able to work in fast pace continuously evolving environment and ready to take up challenges

- Able to understand cross cultural differences and can work with clients across the globe",None,Not Disclosed,8 - 13 years
Manager - Data Science (NLP),Merck Sharp & Dohme (MSD)4.0217 Reviews,Pune,"Develop and deploy advanced NLP models to solve complex problems
Design and lead large-scale NLP projects, including setting technical direction, defining requirements, and managing project timelines
Analyze large and complex datasets using statistical and machine learning techniques, with a focus on NLP
Collaborate with cross-functional teams to design and implement NLP solutions that meet business requirements.
Develop and maintain NLP infrastructure, including data pipelines and model deployment pipelines.
Evaluate the performance of NLP models and provide recommendations for improvement.
Stay up-to-date with the latest developments in NLP research and apply them to improve existing models.
Manage and mentor junior data scientists, providing guidance on technical and professional development.
Present findings and insights to senior stakeholders in a clear and concise manner
Contribute to thought leadership in the field of NLP through publications and conference presentations.
Requirements:
PhD or Masters degree in Computer Science, Statistics, or a related field, with a focus on NLP
At least 4 years of experience in developing and deploying NLP models in real-world scenarios.
Expertise in statistical and machine learning techniques for NLP, including deep learning approaches such as Transformers and BERT
Strong programming skills in Python and experience with relevant libraries (e.g., spaCy, NLTK, Transformers, PyTorch)
Experience with cloud-based platforms (e.g., AWS, GCP, Azure)
Knowledge of data engineering concepts (e.g., ETL pipelines, SQL)
Experience with data analysis and visualization tools (e.g., pandas, Tableau)
Strong leadership and mentorship skills
Excellent written and verbal communication skills
Strong attention to detail and ability to work in a fast-paced environment.
Preferred:
Experience with open-source NLP frameworks (e.g., Hugging Face, AllenNLP)
Experience with speech recognition or natural language generation
Experience with data privacy and security considerations in NLP applications
Education Requirements:
Required: Bachelors degree with at least 4-7 years industry experience
Preferred: Advanced degree (MS, PhD) in a quantitative science or health field (e.g., computational biology, epidemiology, biostatistics, statistics, mathematics, physics, economics)",None,Not Disclosed,4 - 7 years
Data Science Manager - UK based eCommerce Company,Contrado Imaging India Pvt Ltd3.311 Reviews,Ahmedabad,"Explore Full JD @ this Link - https://www.contrado.co.uk/data-science-manager
______________________________________________________________________________

Required Candidate profile
* 5 to 10 Years of experience in data analytics or data engineering role
* Hands on experience in using SQL, Python and Visualization tools (Tableau / Power BI)
* Experience in leading team
__________

Perks and benefits
Pay per minute policy
Hybrid working
Mediclaim",None,Not Disclosed,5 - 10 years
Data Science/Analytica Head,Havells4.22117 Reviews,Noida,"Roles and Responsibilities
Solid understanding of data structures and Algorithms is required.
Machine Learning: Statistical Modelling, Linear Regression, Logistic Regression, Clustering, Association Rules, Time Series, Decision Trees, Bayesian Networks, SVD, Support Vector Machines, CNN, RNN, LSTM, GRU, GAN, Ensemble Methods and Recommendation Systems.
ML/DL Tools and Languages: R, Python, Spark MLlib, Scikit-learn, Numpy, Pandas, Tensorflow, Keras, PyTorch, CNTK, H2O etc.
IDE: Jupyter Notebook, Spyder, KNIME, Anaconda, RStudio
Languages: Python, R, SQL
Databases: SQL Server
Data warehousing: B4HANA, SQL DW
Cloud: Amazon AWS, Microsoft Azure
Data Visualization: Power BI


Desired Candidate Profile
Desirable/ Good to have:
Self-service Analytics/ ML Tools: Alteryx, Thoughtspot, Azure ML Studio, AWS Sagemaker, Google Cloud ML Engine etc.
NLP Experience: Syntactic / Semantic Text Analytics with R, Python, Chatbots (DialogFlow, Watson etc)
Communication skills
Client management experience
Maturity for Team leading / mentoring
Should have in depth knowledge and working experience on data modelling, feature engineering, ML model development, text mining, data engineering tools
BI Implementations and their application in different verticals.
Experience with Cloud Architecture (AWS/Azure).


Perks and Benefits",None,Not Disclosed,10 - 15 years
ESG Data Science Specialist,Msci4.0147 Reviews,Mumbai,"You will be responsible in owning, overseeing, and further improving content and output data belonging to the Sustainable Finance dataset
You will also be responsible for driving the quality processes using available tools within the organization, performing regular internal quality reviews on the content and output data, and recommending solutions to further improve the processes
You will also help in addressing and resolving queries or concerns raised by clients or companies, investigating data quality issues, and proposing remediations and solutions for them, and reviewing the application of the different Sustainable Finance methodologies
You may also be expected to directly engage or participate in calls with clients and companies
Other responsibilities may include :
Contribute to further improving processes and applications of the Sustainable Finance content team and ESG, particularly in driving the quality processes.
Collaborate with a global team of research analysts to maintain the integrity of the methodologies.
Participate in projects related to ESG quality and data transformation initiatives.
To the extent necessary in resolving client queries, conduct deep dive review for companies data on SFDR Adverse Impact Metrics, EU Taxonomy, and MiFID II/IDD.
Your skills and experience that will help you excel
Bachelors degree in data science, statistics, computer/programming science, or social and/or political science or international studies/relations with applied knowledge on python or similar platforms for big data workflows
Overall 6+ years and at least 2 years experience in big data quality workflows and applied knowledge on python or similar platforms for big data applications
Background or working knowledge with EU environmental and social regulations and other similar regulatory environment
Background on stakeholder management or prior experience in investor relations is an advantage",None,Not Disclosed,2 - 4 years
Data Science Engineer - Machine/Deep Learning Models - R/Python/Scala,CARBYNETECH4.423 Reviews,Hyderabad/Secunderabad,"Job Requirements :
- Experience in research and development. Conference papers at reputed AI/ML platforms (ICML, NIPS, AAAI) will be a big plus,

- Experience in Time series modeling (classical methods like ARIMA, STL Forecast). Understanding and implementing active research in Time series forecasting (Bayesian Forecasting, Hierarchical Forecasting),

- Hands-on experience in implementing Deep learning models with textual data/ time series data (CNN, LSTM- s) will be a great plus,

- Expertise in SCALA (or) functional programming paradigm/ Python / R,

- Experience in big data technologies like Spark, Hive, Hadoop,

- Experience in understanding business needs and translating to a data-science problem,

- Knowledge of the Industry 4.0 process - inventory optimization, smart factory, times optimization, quality control, and industrial automation,Python

- Libraries : tensorflow, Keras, Numpy, sklearn, google-cloud-vision, pandas, imutils, ezdxf, imgaug, lxml, opencv-contrib-python-headless, scikit-image, matplotlib

Job Responsibilities :
- Review deployments, source codes, configurations, algorithms, models, repositories for completeness

- Identify missing libraries/codes, dependencies, code documentation

- Update technical documentation, code comments, etc

- Integrate the code into DevOps

- Testing - DevOps Pipeline & Deployment, Prepare simulation script for stress test, Test for horizontal & vertical scalability, Test for integration with Google OCR, AWS Textract, Active Directory, User Management, Test for performance, User Journeys""",None,Not Disclosed,4 - 8 years
Data Science- Senior Software Engineer / Associate Tech Lead,Harbinger Systems3.689 Reviews,Pune( Baner ),"Roles and Responsibilities :

Skills Required:
Python, NLP, CNN, RNN (LSTM), Transformers (BERT, Roberta, GPT, T5, etc), SpaCy, Fast API/Flask, Docker, Cloud technologies like AWS, Azure.
MANDATORY Project hands-on experience: using NLP Transformers (BERT, Roberta, GPT, T5)
Should be able to do R&D on fine-tuning pre-trained models like BERT, Roberta, T5
Should be able to map and implement the right algorithms for NLP tasks.
Develop, Train, fine-tune and deploy NLP, machine translation, and transcription models.
Experience in data mining
Should have 3-5 years of IT industry experience out of which 2 years of relevant experience in Advanced NLP.
A graduate degree in computer science or a related field; a Master's in data science/Statistics would be an advantage.

Job Location: Baner, Pune

Perks and Benefits

Hybrid Working (2 days working from office & 3 days remote working)",None,Not Disclosed,3 - 5 years
Delivery Head - Analytics & Data Science,Okda Solutions,Gurgaon/Gurugram,"- Immediate joiner or less than 30 days notice period

- Work from office

- Your responsibility would start from understanding the customer needs, defining a delivery roadmap to executing the roadmap.

- A typical day would include a few calls with clients, time spent in breaking down requirements from clients and delivering them through our products and services.

- You will work closely with the leadership team and the teams across Sales & Marketing, Engineering, Content and Operations to ensure the highest satisfaction for our customers.

Responsibilities :

- Defining and executing Analytics way of delivering training, programs, conferences and hackathons

- Once defined, having regular check-ins and feedback from the clients and internal check-ins to ensure delivery is on schedule.

- Up-selling and expanding relationships with the clients based on their needs.

- Coordinating the delivery of the products and services in line with our standards and client's satisfaction.

- Tracking, acting and improving the NPSfeedback score for every service delivered through Analytics.

Requirements :

- 10+ years of experience in the delivery of Analytics, data science and machine learning projects.

- A blend of exceptional analytical skills, obsession with details and Excellent communication skills.

- Past experience in EdTech would be beneficial",None,Not Disclosed,8 - 13 years
Data Science Manager,Ripik.AI,Noida,"Lead a team of 5-10 data scientists across machine learning engineers, computer vision experts, data engineers, statistical modelers and others.
Problem solve on path to impact/value creation and troubleshooting wherever there are hurdles.
Problem solve, coach, trouble shoot and mentor and empower data scientists on building more accurate models.
Interface with users (across levels), senior stake holders and internal teams to ensure the models and products deliver what they are supposed to.
Interact with the users and pre-empt problems / identify early warning signals and solve for the issues.
Program manage at a time 5-10 delivery situations (each of which may also be across multiple sites) .
Adopt a non compromising approach to client success.
Innovate to ensure we use cutting edge AI ML approach to model building, training and deployment.
Collaborate with SWEs to fetch data / Data ETL and for model deployment.
Contribute to organization building through training, mentoring and developing repeatable analytic approaches.4-6 years of experience out of which at least 2 years as data science Manager in similar role.
Knowledge of DS / ML / AI techniques - when and why they are used and interpretation of results from a business viewpoint.
Good programming skills in Python with strong working knowledge of Python s numerical, data analysis, or AI frameworks such as NumPy, Pandas, Scikit-learn, etc. Preferable experience in Auto/ Consumer goods/ retail / manufacturing/ pharma sectors.
Excellent presentation and communication skills.",None,Not Disclosed,4 - 9 years
Manager Data Science,Tredence3.7205 Reviews,"Chennai, Gurgaon/Gurugram, Bangalore/Bengaluru","As a Data Science Lead, you will manage multiple consulting projects of varying complexity and ensure on-time and on-budget delivery for clients. You will lead a team of data scientists and collaborate across cross-functional groups, while contributing to new business development, supporting strategic business decisions and maintaining strengthening client base
Work with team to define business requirements, come up with analytical solution and deliver the solution with specific focus on Big Picture to drive robustness of the solution
Work with teams of smart collaborators. Be responsible for their appraisals and career development.
Participate and lead executive presentations with client leadership stakeholders.
Be part of an inclusive and open environment. A culture where making mistakes and learning from them is part of life
See how your work contributes to building an organization and be able to drive Org level initiatives that will challenge and grow your capabilities.
Roles Responsibilities
Serve as expert in Data Science, build framework to develop Production level DS/AI models.
Apply AI research and ML models to accelerate business innovation and solve impactful business problems for our clients.
Lead multiple teams across clients ensuring quality and timely outcomes on all projects.
Lead and manage the onsite-offshore relation, at the same time adding value to the client.
Partner with business and technical stakeholders to translate challenging business problems into state-of-the-art data science solutions.
Build a winning team focused on client success. Help team members build lasting career in data science and create a constant learning/development environment.
Present results, insights, and recommendations to senior management with an emphasis on the business impact.
Build engaging rapport with client leadership through relevant conversations and genuine business recommendations that impact the growth and profitability of the organization.
Lead or contribute to org level initiatives to build the Tredence of tomorrow.
Qualification Experience
Bachelors /Masters /PhD degree in a quantitative field (CS, Machine learning, Mathematics, Statistics, Data Science) or equivalent experience.
6-10+ years of experience in data science, building hands-on ML models
Expertise in ML - Regression, Classification, Clustering, Time Series Modeling, Graph Network, Recommender System, Bayesian modeling, Deep learning, Computer Vision, NLP/NLU, Reinforcement learning, Federated Learning, Meta Learning.
Proficient in some or all of the following techniques: Linear Logistic Regression, Decision Trees, Random Forests, K-Nearest Neighbors, Support Vector Machines ANOVA , Principal Component Analysis, Gradient Boosted Trees, ANN, CNN, RNN, Transformers.
Knowledge of programming languages SQL, Python/ R, Spark.
Expertise in ML frameworks and libraries (TensorFlow, Keras, PyTorch).
Experience with cloud computing services (AWS, GCP or Azure)
Expert in Statistical Modelling Algorithms E.g. Hypothesis testing, Sample size estimation, A/B testing
Knowledge in Mathematical programming - Linear Programming, Mixed Integer Programming etc , Stochastic Modelling - Markov chains, Monte Carlo, Stochastic Simulation, Queuing Models.
Experience with Optimization Solvers (Gurobi, Cplex) and Algebraic programming Languages(PulP)
Knowledge in GPU code optimization, Spark MLlib Optimization.
Familiarity to deploy and monitor ML models in production, delivering data products to end-users.
Experience with ML CI/CD pipelines.",None,Not Disclosed,6 - 10 years
Head - Data Science,Aditya Birla Capital4.0458 Reviews,Mumbai (All Areas),"About Aditya Birla Capital:
Aditya Birla Capital Limited (ABCL) is the holding company for the financial services businesses of the Aditya Birla Group. With subsidiaries/JVs that have a strong presence across Protecting, Investing and Financing solutions - ABCL is a financial solutions group that caters to the diverse needs of its customers across their life cycle. Powered by more than 34,000 employees, the businesses of ABCL have a nationwide reach with over 1,200 branches, more than 2,00,000 agents/channel partners and several bank partners.
As of December 31st, 2022, Aditya Birla Capital Limited manages aggregate assets under management of over Rs. 3,600 billion with a consolidated lending book of approx. Rs. 859 billion, and an active customer base of approx. 43 million, through its subsidiaries and joint ventures.
Aditya Birla Capital Limited is a part of the Aditya Birla Group, which is in the league of Fortune 500. Anchored by an extraordinary force of over 140,000 employees, belonging to 100 nationalities, the Aditya Birla Group operates in 36 countries across the globe.
About the Team: ABC One
ABC Digital has been incorporated as a wholly owned subsidiary of Aditya Birla Capital in 2023 to engage in distribution of Aditya Birla Capital products and providing services to customers, including web-based services, e-commerce, and payments facilities and allied activities.
ABC Digital is developing an omni-channel based D2C platform (website and app) to acquire new customers and serve them seamlessly. In addition, ABC Digital has started a virtual engagement management through inbound and outbound calling. Also, ABC Digital is engaged in cross-selling different ABC products to walk-in branch customers.
ABC Digital is collaborating with all ABCL subsidiaries to deliver a truly personalised and seamless omni-channel experience for both new and existing customers by building capacity and enhancing productivity through investments in talent, technology, marketing, and data and analytics.
About the Role:
We are looking for analytics and data science professional with experience in customer and marketing domain.
You will be part of Central Analytics Unit within Aditya Birla Capital Digital. Data & Analytics capabilities would be foundation to build ABC One omnichannel platform. Our primary objective is leverage power of customer data to create
Synergies across LOBs and robust data platform
Monetize using superior understanding across customer life stages
Building new avenues of acquisition & cross sell
Responsibilities will include:
Set vision and create an executable roadmap with defined milestone and deliverables for the data science organisation. Effectively communicate to the executive management and influence decision making process.
Lead the development and implementation of machine learning models with a focus on personalization, propensity, risk, next-best-product, cross-sell models, acquisition, retention etc
Collaborate with cross-functional teams, including business, marketing, product and tech teams to identify business opportunities and develop data-driven solutions
Mentor and lead a team of data scientists and analysts to deliver high-quality, scalable, and innovative machine learning models and solutions
Design and implement data-driven experiments to optimize model performance and improve business outcomes.
Partner with other data science teams to identify opportunities for collaboration and knowledge sharing.
Stay up-to-date with industry trends, advances, and developments in machine learning models, and continuously learn and incorporate new techniques into our processes. Create knowledge sharing platforms.
Establish processes and standards for developing, testing, and deploying machine learning models across different businesses.",None,Not Disclosed,10 - 15 years
Manager- Healthcare Data Science,Guidepoint2.12 Reviews,Mumbai,"Develop and implement strategies to combine, process, and analyze large sets of medical claims and industry-focused commercial data, transforming raw data into actionable insights - identifying epidemiological and market trends, clinical outcomes, and opportunities for specific interventions
Collaborate with cross-functional teams , including data science, product development, and subject matter experts, to design and develop scalable and efficient data processing systems and analytics solutions
Monitor industry trends, assess competitor offerings , and implement technological advancements to ensure our solutions remain relevant and competitive in the market
Develop and deliver presentations, reports, and recommendations to US based - senior management and clients, clearly articulating the value of our data engineering analytics solutions and their impact on client outcomes.
Work with Qsight - Healthcare (India) unit , ensuring the timely and accurate delivery of data pipelines, analytics solutions, and data-driven products for clients.
What You Have:
Bachelors degree in computer science, data engineering , or a related field; advanced degree preferred
A minimum of 3 years of experience in healthcare data engineering, programming, or a related field
Strong knowledge of medical claims data, coding systems (e.g ., ICD-10, CPT, HCPCS ), and healthcare reimbursement methodologies are a major plus
Leverage strong familiarity with the US healthcare system and claims data to inform your work
Proficient in programming languages, such as Python, Java, or Scala, and experienced with big data platforms like Snowflake, Redshift, or similar
In-depth understanding of relational databases , SQL, ETL processes, and data warehousing solutions.
Experience and strong knowledge of advanced data science , and statistics concepts
Familiarity with data architecture, lucid chart workflows, and tableau dashboard creation
Exceptional analytical, problem-solving, and critical thinking skills, with the ability to design and optimize complex data processing systems.
Excellent communication and interpersonal skills, with the ability to present technical information clearly and concisely to diverse audiences.
Flexibility to work at least 4 hours of NY office working hours - US EST time",None,Not Disclosed,4 - 7 years
Head - Data Science,Aditya Birla Capital (ABCL)4.0458 Reviews,Mumbai (All Areas),"About Aditya Birla Capital:
Aditya Birla Capital Limited (ABCL) is the holding company for the financial services businesses of the Aditya Birla Group. With subsidiaries/JVs that have a strong presence across Protecting, Investing and Financing solutions - ABCL is a financial solutions group that caters to the diverse needs of its customers across their life cycle. Powered by more than 34,000 employees, the businesses of ABCL have a nationwide reach with over 1,200 branches, more than 2,00,000 agents/channel partners and several bank partners.
As of December 31st, 2022, Aditya Birla Capital Limited manages aggregate assets under management of over Rs. 3,600 billion with a consolidated lending book of approx. Rs. 859 billion, and an active customer base of approx. 43 million, through its subsidiaries and joint ventures.
Aditya Birla Capital Limited is a part of the Aditya Birla Group, which is in the league of Fortune 500. Anchored by an extraordinary force of over 140,000 employees, belonging to 100 nationalities, the Aditya Birla Group operates in 36 countries across the globe.
About the Team: ABC One
ABC Digital has been incorporated as a wholly owned subsidiary of Aditya Birla Capital in 2023 to engage in distribution of Aditya Birla Capital products and providing services to customers, including web-based services, e-commerce, and payments facilities and allied activities.
ABC Digital is developing an omni-channel based D2C platform (website and app) to acquire new customers and serve them seamlessly. In addition, ABC Digital has started a virtual engagement management through inbound and outbound calling. Also, ABC Digital is engaged in cross-selling different ABC products to walk-in branch customers.
ABC Digital is collaborating with all ABCL subsidiaries to deliver a truly personalised and seamless omni-channel experience for both new and existing customers by building capacity and enhancing productivity through investments in talent, technology, marketing, and data and analytics.
About the Role:
We are looking for analytics and data science professional with experience in customer and marketing domain.
You will be part of Central Analytics Unit within Aditya Birla Capital Digital. Data & Analytics capabilities would be foundation to build ABC One omnichannel platform. Our primary objective is leverage power of customer data to create
Synergies across LOBs and robust data platform
Monetize using superior understanding across customer life stages
Building new avenues of acquisition & cross sell
Responsibilities will include:
Set vision and create an executable roadmap with defined milestone and deliverables for the data science organisation. Effectively communicate to the executive management and influence decision making process.
Lead the development and implementation of machine learning models with a focus on personalization, propensity, risk, next-best-product, cross-sell models, acquisition, retention etc
• Collaborate with cross-functional teams, including business, marketing, product and tech teams to identify business opportunities and develop data-driven solutions
• Mentor and lead a team of data scientists and analysts to deliver high-quality, scalable, and innovative machine learning models and solutions
Design and implement data-driven experiments to optimize model performance and improve business outcomes.
Partner with other data science teams to identify opportunities for collaboration and knowledge sharing.
Stay up-to-date with industry trends, advances, and developments in machine learning models, and continuously learn and incorporate new techniques into our processes. Create knowledge sharing platforms.
Establish processes and standards for developing, testing, and deploying machine learning models across different businesses.",None,Not Disclosed,10 - 15 years
Lead - Data Science,Aditya Birla Capital4.0458 Reviews,Mumbai (All Areas),"About Aditya Birla Capital:
Aditya Birla Capital Limited (ABCL) is the holding company for the financial services businesses of the Aditya Birla Group. With subsidiaries/JVs that have a strong presence across Protecting, Investing and Financing solutions - ABCL is a financial solutions group that caters to the diverse needs of its customers across their life cycle. Powered by more than 34,000 employees, the businesses of ABCL have a nationwide reach with over 1,200 branches, more than 2,00,000 agents/channel partners and several bank partners.
As of December 31st, 2022, Aditya Birla Capital Limited manages aggregate assets under management of over Rs. 3,600 billion with a consolidated lending book of approx. Rs. 859 billion, and an active customer base of approx. 43 million, through its subsidiaries and joint ventures.
Aditya Birla Capital Limited is a part of the Aditya Birla Group, which is in the league of Fortune 500. Anchored by an extraordinary force of over 140,000 employees, belonging to 100 nationalities, the Aditya Birla Group operates in 36 countries across the globe.
About the Team: ABC One
ABC Digital has been incorporated as a wholly owned subsidiary of Aditya Birla Capital in 2023 to engage in distribution of Aditya Birla Capital products and providing services to customers, including web-based services, e-commerce, and payments facilities and allied activities.
ABC Digital is developing an omni-channel based D2C platform (website and app) to acquire new customers and serve them seamlessly. In addition, ABC Digital has started a virtual engagement management through inbound and outbound calling. Also, ABC Digital is engaged in cross-selling different ABC products to walk-in branch customers.
ABC Digital is collaborating with all ABCL subsidiaries to deliver a truly personalised and seamless omni-channel experience for both new and existing customers by building capacity and enhancing productivity through investments in talent, technology, marketing, and data and analytics.
About the Role:
We are looking for analytics and data science professional with experience in customer and marketing domain.
You will be part of Central Analytics Unit within Aditya Birla Capital Digital. Data & Analytics capabilities would be foundation to build ABC One omnichannel platform. Our primary objective is leverage power of customer data to create
Synergies across LOBs and robust data platform
Monetize using superior understanding across customer life stages
Building new avenues of acquisition & cross sell
Responsibilities will include:
Analyse business problems and identify opportunities to apply machine learning models for personalization, cross-sell models, acquisition, retention and risk models
Collaborate with stakeholders to understand business requirements, define KPIs, and develop data-driven solutions that meet the needs of different businesses
Build and maintain predictive models using machine learning algorithms such as regression, decision trees, neural networks, and clustering to identify patterns, trends, and insights that can improve business performance.
• Evaluate model performance using metrics such as accuracy, precision, recall, and F1 score, and recommend improvements or modifications to enhance model effectiveness.
Participate in cross-functional teams to support project management, problem-solving, and decision-making processes.
Keep up-to-date with industry trends and best practices related to machine learning, data analysis, and business intelligence.
Hire, mentor, guide team member. Create knowledge sharing platforms.",None,Not Disclosed,3 - 8 years
